# Label	X est	Y est	Z est
point 187	0.609016	0.827607	1.775635
point 188	0.612109	0.82193	1.780079
point 189	0.631532	0.839363	1.777813
point 19	0.52769	1.008106	1.75496
point 190	0.638072	0.848095	1.771245
point 191	0.631119	0.8291	1.782177
point 192	0.622491	0.819883	1.782046
point 193	0.603228	0.815638	1.779519
point 194	0.625922	0.832525	1.779048
point 195	0.622133	0.82564	1.781268
point 196	0.64704	0.836681	1.788322
point 197	0.549597	0.784091	1.778183
point 198	0.540845	0.789694	1.776842
point 199	0.535752	0.791706	1.775657
point 2	0.524098	0.991016	1.762676
point 20	0.506079	1.048286	1.756343
point 200	0.535726	0.783357	1.778691
point 201	0.525974	0.786033	1.777737
point 202	0.540065	0.77662	1.78092
point 203	0.523818	0.749017	1.770753
point 204	0.507089	0.76	1.771538
point 205	0.511562	0.765875	1.779162
point 206	0.52699	0.759929	1.775908
point 207	0.504236	0.770961	1.772123
point 208	0.522058	0.772559	1.777699
point 209	0.63956	0.760745	1.805118
point 21	0.489031	0.961108	1.760635
point 210	0.649221	0.762841	1.802354
point 211	0.653495	0.761476	1.800859
point 212	0.652413	0.746417	1.76273
point 213	0.617581	0.735018	1.753233
point 214	0.646233	0.745074	1.771209
point 215	0.640692	0.738902	1.742001
point 216	0.650432	0.733379	1.735559
point 217	0.712615	0.791471	1.819863
point 218	0.696454	0.797986	1.814118
point 219	0.734168	0.797335	1.813104
point 22	0.512782	0.946892	1.75591
point 220	0.743509	0.784978	1.791931
point 221	0.734929	0.782505	1.812606
point 222	0.714792	0.777587	1.8198
point 223	0.698667	0.778761	1.823814
point 224	0.678952	0.770905	1.815633
point 225	0.68119	0.75891	1.817651
point 226	0.693633	0.762883	1.817909
point 227	0.687239	0.750074	1.818865
point 228	0.691329	0.741006	1.817898
point 229	0.698709	0.745084	1.818069
point 23	0.513414	0.956559	1.756409
point 230	0.707545	0.754212	1.817403
point 231	0.706144	0.72782	1.80913
point 232	0.692664	0.726276	1.80486
point 233	0.717971	0.745885	1.812775
point 234	0.72327	0.759263	1.819298
point 235	0.724783	0.769381	1.818846
point 236	0.74195	0.763833	1.815112
point 237	0.753938	0.763089	1.805778
point 238	0.754217	0.774376	1.796333
point 239	0.79677	0.740497	1.683117
point 24	0.513185	0.96318	1.755444
point 240	0.812062	0.723322	1.667614
point 241	0.832303	0.714688	1.666062
point 242	0.768972	0.734527	1.680513
point 243	0.774255	0.721456	1.699178
point 244	0.763918	0.702266	1.696898
point 245	0.757702	0.722611	1.683705
point 246	0.802374	0.7014	1.692562
point 247	0.79119	0.703781	1.704386
point 248	0.788616	0.695248	1.706456
point 249	0.769204	0.710998	1.696218
point 25	0.509179	0.962007	1.755721
point 250	0.784496	0.713044	1.701958
point 251	0.777119	0.706713	1.700033
point 252	0.763936	0.678664	1.71392
point 253	0.70653	0.673795	1.69312
point 254	0.681268	0.681312	1.702255
point 255	0.666919	0.68625	1.707511
point 256	0.660512	0.677979	1.708389
point 257	0.665515	0.670788	1.708199
point 258	0.677528	0.659058	1.71169
point 259	0.775338	0.661782	1.715484
point 26	0.506444	0.951712	1.758114
point 260	0.749442	0.657403	1.728165
point 261	0.739361	0.66561	1.724553
point 262	0.729678	0.677873	1.714564
point 263	0.721327	0.661504	1.713888
point 264	0.722281	0.656158	1.714157
point 265	0.761286	0.667666	1.714503
point 266	0.724845	0.650705	1.714073
point 267	0.71439	0.657902	1.709327
point 268	0.714957	0.663175	1.709562
point 269	0.714836	0.667931	1.706573
point 27	0.476876	0.991541	1.768025
point 270	0.719538	0.668858	1.709855
point 28	0.47153	0.983874	1.773581
point 29	0.440144	1.018842	1.753512
point 3	0.493195	1.032594	1.753865
point 30	0.431096	0.987752	1.760644
point 31	0.439899	1.008382	1.758251
point 32	0.433504	0.995042	1.761996
point 33	0.430918	1.005393	1.746634
point 34	0.437448	0.987093	1.764826
point 35	0.445749	1.000957	1.767682
point 36	0.460715	1.001835	1.769235
point 37	0.45099	1.00691	1.767824
point 38	0.485239	1.036006	1.752727
point 39	0.459136	0.99584	1.771875
point 4	0.489667	1.02168	1.750065
point 40	0.463254	0.985335	1.774879
point 41	0.454152	0.987596	1.774134
point 42	0.451393	0.998201	1.770778
point 43	0.447723	0.993553	1.769767
point 44	0.445568	0.980965	1.772623
point 45	0.439233	0.982081	1.770894
point 46	0.440664	0.974258	1.776954
point 47	0.443423	0.967571	1.779003
point 48	0.454039	0.974023	1.778211
point 49	0.466534	0.973231	1.77752
point 5	0.539696	1.0056	1.753009
point 50	0.460432	0.964682	1.78017
point 51	0.494762	0.96301	1.756298
point 52	0.47035	0.960973	1.772606
point 53	0.471089	0.950153	1.775638
point 54	0.464812	0.954848	1.779626
point 55	0.45969	0.951682	1.781005
point 56	0.448674	0.950308	1.777323
point 57	0.443684	0.956062	1.778202
point 58	0.440024	0.961805	1.777491
point 59	0.44379	0.960148	1.778895
point 6	0.536744	0.986254	1.756973
point 60	0.428491	0.956595	1.766355
point 61	0.435481	0.958998	1.775943
point 62	0.394001	0.954406	1.767399
point 63	0.383566	0.964095	1.779411
point 64	0.361853	0.96524	1.783319
point 65	0.374425	0.975375	1.783135
point 66	0.38823	0.944754	1.778506
point 67	0.386995	0.936289	1.778313
point 68	0.480296	1.165993	1.802756
point 69	0.486204	1.152426	1.805584
point 7	0.55411	1.023175	1.754302
point 70	0.491596	1.139315	1.791833
point 71	0.47748	1.127515	1.818653
point 72	0.466376	1.131129	1.820447
point 73	0.469332	1.119258	1.816934
point 74	0.526821	0.892417	1.783784
point 75	0.496465	0.877623	1.800118
point 76	0.483453	0.889592	1.787584
point 77	0.491435	0.895558	1.797893
point 78	0.508865	0.895808	1.798456
point 79	0.517539	0.878246	1.800045
point 8	0.537849	1.027473	1.752529
point 80	0.504496	0.887066	1.799681
point 81	0.524129	0.870625	1.797849
point 82	0.613328	0.915589	1.76555
point 83	0.618726	0.921673	1.751198
point 84	0.605979	0.929078	1.765193
point 85	0.605256	0.90992	1.772394
point 86	0.596675	0.919465	1.774014
point 87	0.610079	0.923883	1.764157
point 88	0.607405	0.917122	1.771364
point 89	0.616098	0.857328	1.767437
point 9	0.507378	1.021374	1.758033
point 90	0.607098	0.886	1.78564
point 91	0.594406	0.885073	1.787312
point 92	0.603526	0.877818	1.783352
point 93	0.604116	0.866642	1.77729
point 94	0.603495	0.871041	1.781915
point 95	0.662555	0.859224	1.771411
point 96	0.684163	0.862379	1.772655
point 97	0.667772	0.871484	1.770812
point 98	0.656969	0.876315	1.767408
point 99	0.629344	0.894822	1.761808
point 271	0.851189	0.659954	1.684129
point 272	0.847568	0.64488	1.685707
point 273	0.859993	0.618508	1.663348
point 274	0.742751	0.646302	1.727786
point 275	0.839315	0.608498	1.670928
point 276	0.760593	0.647186	1.727305
point 277	0.833617	0.677046	1.68308
point 278	0.818596	0.682233	1.679436
point 279	0.803721	0.663443	1.695657
point 280	0.810968	0.666527	1.684392
point 281	0.818584	0.669692	1.680107
point 282	0.796216	0.649137	1.703551
point 283	0.805144	0.651302	1.692492
point 284	0.805679	0.62554	1.701841
point 285	0.812688	0.636185	1.686663
point 286	0.858025	0.58498	1.641541
point 287	0.823351	0.600037	1.683353
point 288	0.829598	0.579742	1.680762
point 289	0.802335	0.592381	1.719262
point 290	0.805698	0.606876	1.717964
point 291	0.815202	0.606878	1.705527
point 292	0.782076	0.62995	1.734501
point 293	0.770143	0.653123	1.719094
point 294	0.770782	0.63068	1.739812
point 295	0.7947	0.618835	1.719157
point 296	0.797463	0.60809	1.727787
point 297	0.789515	0.581388	1.72861
point 298	0.786296	0.596157	1.736955
point 299	0.777532	0.599903	1.748492
point 300	0.771078	0.608447	1.752732
point 301	0.790811	0.56758	1.732354
point 302	0.697488	0.643608	1.716568
point 303	0.717281	0.634439	1.721281
point 304	0.676822	0.633451	1.731198
point 305	0.679745	0.621365	1.744483
point 306	0.701797	0.624017	1.738886
point 307	0.717167	0.616368	1.733577
point 308	0.709219	0.606008	1.737271
point 309	0.608116	0.655208	1.765776
point 310	0.734119	0.631669	1.728387
point 311	0.735868	0.624598	1.733689
point 312	0.736492	0.578607	1.78238
point 313	0.704507	0.581008	1.74821
point 314	0.721577	0.566887	1.777243
point 315	0.733536	0.607672	1.748061
point 316	0.74566	0.616446	1.74622
point 317	0.713088	0.577201	1.755796
point 318	0.755791	0.594781	1.753895
point 319	0.612901	0.635859	1.738571
point 320	0.713426	0.590672	1.748237
point 321	0.740783	0.561326	1.780304
point 322	0.759215	0.556581	1.767781
point 323	0.76058	0.565998	1.76626
point 324	0.696126	0.576225	1.751753
point 325	0.709849	0.560913	1.758432
point 326	0.758796	0.579824	1.758927
point 327	0.685914	0.566038	1.754789
point 328	0.674347	0.568682	1.751506
point 329	0.696182	0.553012	1.759533
point 330	0.675339	0.557565	1.750194
point 331	0.761597	0.531095	1.791503
point 332	0.749976	0.526118	1.800155
point 333	0.771735	0.528996	1.772016
point 334	0.769506	0.511541	1.787107
point 335	0.761229	0.520077	1.800235
point 336	0.789527	0.542043	1.746473
point 337	0.782351	0.521545	1.767264
point 338	0.738739	0.540135	1.796358
point 339	0.725336	0.532404	1.797348
point 340	0.710763	0.525259	1.787807
point 341	0.737783	0.512477	1.796004
point 342	0.750972	0.510022	1.798493
point 343	0.759568	0.494683	1.798105
point 344	0.737876	0.522682	1.799704
point 345	0.714696	0.510264	1.79495
point 346	0.762746	0.509522	1.799354
point 347	0.776443	0.496081	1.786733
point 348	0.609248	0.485533	1.743631
point 349	0.580863	0.451231	1.7568
point 350	0.576936	0.46965	1.736788
point 351	0.604349	0.299433	1.844114
point 352	0.612111	0.319034	1.855505
point 353	0.591085	0.305988	1.830046
point 354	0.585889	0.321619	1.83288
point 355	0.600735	0.322185	1.847569
point 356	0.61406	0.33801	1.851369
point 357	0.583219	0.334172	1.822368
point 358	0.59367	0.352159	1.835835
point 359	0.616686	0.354706	1.847109
point 360	0.577598	0.332309	1.806009
point 361	0.550157	0.330703	1.7926
point 362	0.583167	0.303459	1.810736
point 363	0.567497	0.296097	1.808775
point 364	0.54164	0.282575	1.794454
point 365	0.55669	0.27133	1.804915
point 366	0.556466	0.300676	1.802062
point 367	0.560715	0.24651	1.773789
point 368	0.549241	0.258322	1.770676
point 369	0.551006	0.268049	1.787949
point 370	0.55096	0.251407	1.743134
point 371	0.53713	0.272078	1.75505
point 372	0.534581	0.318661	1.749322
point 373	0.523698	0.304988	1.738719
point 374	0.531811	0.288492	1.754046
point 375	0.482061	0.601926	1.698105
point 376	0.497468	0.692102	1.766907
point 377	0.486964	0.705818	1.760782
point 378	0.483325	0.646152	1.754529
point 379	0.468775	0.641376	1.726963
point 380	0.432849	0.560818	1.694598
point 381	0.424878	0.541816	1.699191
point 382	0.404487	0.567508	1.693256
point 383	0.414014	0.585702	1.690663
point 384	0.405341	0.576655	1.695014
point 385	0.407175	0.552468	1.69491
point 386	0.390828	0.530589	1.69797
point 387	0.38647	0.549248	1.682363
point 388	0.359334	0.537243	1.669093
point 389	0.288806	0.523415	1.557592
point 390	0.302273	0.686216	1.633148
point 391	0.299276	0.715862	1.618787
point 392	0.287245	0.705496	1.616383
point 393	0.28353	0.677998	1.626014
point 394	0.250874	0.714279	1.613742
point 395	0.239862	0.707557	1.615744
point 396	0.228719	0.715665	1.62511
point 397	0.228159	0.706648	1.621503
point 398	0.227616	0.685236	1.621691
point 399	0.23697	0.686746	1.608137
point 400	0.246606	0.681715	1.6034
point 401	0.247994	0.667716	1.606628
point 402	0.25521	0.670975	1.60355
point 403	0.235453	0.676189	1.610865
point 404	0.216966	0.690513	1.63264
point 405	0.21506	0.708669	1.629944
point 406	0.227813	0.663391	1.611945
point 407	0.233752	0.645216	1.606378
point 408	0.251716	0.641394	1.603323
point 409	0.260514	0.647025	1.603535
point 410	0.238292	0.699673	1.60877
point 411	0.249182	0.462523	1.532282
point 412	0.251661	0.517748	1.530587
point 413	0.21563	0.51766	1.585486
point 414	0.291853	0.282549	1.532125
point 415	0.226322	0.50824	1.557526
point 416	0.237415	0.511132	1.541613
point 417	0.209351	0.510401	1.57706
point 418	0.268643	0.324434	1.583145
point 419	0.24668	0.324279	1.583105
point 420	0.248519	0.285956	1.614789
point 421	0.248146	0.308989	1.596522
point 422	0.121715	0.158029	1.493722
point 423	0.135632	0.149689	1.496659
point 424	0.155179	0.156939	1.499348
point 425	0.144895	0.176352	1.508758
point 426	0.17187	0.185961	1.504262
point 427	0.155062	0.19794	1.50701
point 428	0.182634	0.196023	1.496002
point 429	0.124766	0.189197	1.490797
point 430	0.388366	0.257234	1.579395
point 431	0.415402	0.126285	1.637478
point 432	0.400508	0.226497	1.584108
point 433	0.427242	0.237376	1.613154
point 434	0.403746	0.243521	1.596031
point 435	0.357191	0.301434	1.597112
point 436	0.41165	0.220446	1.591695
point 437	0.335994	0.320059	1.625206
point 438	0.36235	0.30786	1.610212
point 439	0.360246	0.318254	1.630861
point 440	0.409816	0.298375	1.63253
point 441	0.425611	0.290925	1.644245
point 442	0.417632	0.299838	1.647099
point 443	0.466579	-0.018161	1.541582
point 444	0.446128	0.112435	1.712825
point 445	0.43257	0.103124	1.675325
point 446	0.427965	0.084414	1.677651
point 447	0.437104	0.072917	1.690449
point 448	0.45529	0.081491	1.712303
point 449	0.432097	0.043186	1.697109
point 450	0.426535	0.020623	1.689238
point 451	0.446237	0.049821	1.721317
point 452	0.455567	0.032032	1.723257
point 453	0.482841	0.045082	1.751586
point 454	0.499039	0.051808	1.753591
point 455	0.517026	0.066819	1.746442
point 456	0.490464	0.076017	1.748081
point 457	0.472108	0.062815	1.746241
point 458	0.508973	0.100297	1.769468
point 459	0.461878	0.051755	1.729239
point 460	0.53133	0.078204	1.77135
point 461	0.479102	0.031667	1.748645
point 462	0.467733	0.033231	1.737216
point 463	0.439785	0.033351	1.698817
point 464	0.445589	0.013562	1.70713
point 465	0.468338	0.015029	1.739714
point 466	0.611695	0.124659	1.750073
point 467	0.592012	0.129981	1.748101
point 468	0.544097	0.074833	1.773626
point 469	0.512428	0.20111	1.718364
point 470	0.492662	0.140842	1.748145
point 471	0.456188	0.14559	1.741859
point 472	0.467332	0.116823	1.751952
point 473	0.455804	0.127555	1.734948
point 474	0.470278	0.14595	1.743164
point 475	0.488321	0.21074	1.685898
point 476	0.506396	0.250502	1.677963
point 477	0.448593	0.415736	1.78456
point 478	0.463087	0.394139	1.766345
point 479	0.927941	0.369746	1.8642
point 480	0.94967	0.385321	1.844551
point 481	0.964783	0.372755	1.830523
point 482	0.974971	0.355173	1.8218
point 483	0.995253	0.340813	1.812763
point 484	1.030342	0.373652	1.81703
point 485	1.053875	0.353255	1.762462
point 486	1.062715	0.305024	1.733398
point 487	0.984083	0.276983	1.79811
point 488	1.034804	0.289616	1.760588
point 489	1.033161	0.317766	1.751908
point 490	0.997117	0.319487	1.81597
point 491	0.974894	0.294597	1.815389
point 492	1.023082	0.265989	1.777553
point 493	1.047023	0.256644	1.762284
point 494	1.027769	0.111123	1.778502
point 495	0.938582	0.238192	1.872436
point 496	0.954557	0.2466	1.852095
point 497	0.984855	0.25936	1.80794
point 498	1.052234	0.24036	1.752815
point 499	1.039773	0.331529	1.754143
point 500	1.037298	0.135597	1.779958
point 501	0.79993	0.073125	1.82254
point 502	0.845236	0.083606	1.800584
point 503	0.848809	0.068443	1.787219
point 504	0.826544	0.038142	1.78919
point 505	0.867809	-0.007514	1.715725
point 506	0.857197	0.020388	1.753224
point 507	0.875443	0.009578	1.742271
point 508	0.850925	0.045696	1.776155
Model_corner_1	0.855309	1.811217	2.212886
Model_corner_3	0.50939	-1.04576	1.197364
Model_corner_2	2.080679	-0.176863	1.829376
Model_corner_4	-0.849515	0.809851	1.903456
