# Label	X est	Y est	Z est
point 170	0.56841	1.16599	1.052481
point 171	0.603322	1.077088	1.061969
point 172	0.603257	1.053138	1.067556
point 173	0.598407	1.039113	1.064821
point 174	0.575107	1.060973	1.070092
point 175	0.561275	1.053237	1.059234
point 176	0.587408	1.082545	1.061778
point 177	0.589515	1.116434	1.043199
point 178	0.600358	1.109591	1.045296
point 179	0.646613	1.048499	1.053573
point 18	0.269258	1.240458	0.923256
point 180	0.560272	1.126466	1.049465
point 181	0.539554	1.082079	1.036871
point 182	0.542573	1.124459	1.022985
point 183	0.54109	1.10407	1.024248
point 184	0.627702	1.120508	1.053651
point 185	0.644655	1.077987	1.045613
point 186	0.652697	1.104728	1.056305
point 187	0.688179	1.090655	1.074621
point 188	0.69875	1.076621	1.072618
point 189	0.704951	1.090925	1.090326
point 19	0.286457	1.203648	0.939399
point 190	0.714888	1.071998	1.086354
point 191	0.557639	1.03764	1.060754
point 192	0.569425	1.041513	1.061164
point 193	0.566317	1.099549	1.048264
point 194	0.558883	1.071188	1.059761
point 195	0.589479	1.067063	1.067634
point 196	0.494662	1.052845	1.049819
point 197	0.512188	1.053201	1.055277
point 198	0.539073	1.037413	1.058899
point 199	0.496618	1.02767	1.066703
point 20	0.2479	1.185489	0.881403
point 200	0.491444	1.000439	1.049582
point 201	0.505521	1.011281	1.066852
point 202	0.503162	0.995311	1.069685
point 203	0.499412	1.009978	1.051239
point 204	0.521363	1.023049	1.074607
point 205	0.522006	1.016349	1.080868
point 206	0.523875	1.005882	1.09047
point 207	0.540322	1.008248	1.08692
point 208	0.535083	0.997031	1.094593
point 209	0.527017	0.993494	1.095265
point 21	0.264928	1.201267	0.903989
point 210	0.519286	0.995655	1.092819
point 211	0.507994	0.975265	1.106874
point 212	0.515836	0.972091	1.108637
point 213	0.516704	0.958299	1.111689
point 214	0.534347	0.948835	1.113116
point 215	0.542066	0.942388	1.120849
point 216	0.547496	0.956924	1.116885
point 217	0.575941	0.924234	1.13201
point 218	0.562335	0.946379	1.131977
point 219	0.571723	0.938799	1.135531
point 22	0.308143	1.168727	0.950705
point 220	0.582038	0.952822	1.131595
point 221	0.683936	0.968801	1.13599
point 222	0.676275	0.979163	1.13105
point 223	0.664971	0.977902	1.11138
point 224	0.653194	0.967818	1.111588
point 225	0.633365	0.978968	1.115101
point 226	0.589371	0.886753	1.153629
point 227	0.593089	0.901222	1.143028
point 228	0.53703	0.877093	1.162802
point 229	0.518138	0.83982	1.190612
point 23	0.327747	1.128101	0.927749
point 230	0.815912	0.811579	1.19533
point 231	0.772878	0.766956	1.186416
point 232	0.743967	0.735173	1.166345
point 233	0.504015	0.797054	1.219723
point 234	0.561568	0.80492	1.204365
point 235	0.575179	0.803872	1.207903
point 236	0.564555	0.786323	1.217336
point 237	0.589122	0.744808	1.238921
point 238	0.575823	0.760978	1.234886
point 239	0.564341	0.746224	1.230003
point 24	0.303279	1.10893	0.92552
point 240	0.431752	0.714612	1.299666
point 241	0.463738	0.79156	1.20501
point 242	0.459742	0.875647	1.190273
point 243	0.438978	0.878984	1.178469
point 244	0.432754	0.872444	1.158042
point 245	0.42684	0.859683	1.14795
point 246	0.471661	0.957049	1.101974
point 247	0.432394	0.971927	1.085239
point 248	0.440197	0.959789	1.093259
point 249	0.435321	0.937338	1.093022
point 25	0.285497	1.158215	0.938281
point 250	0.457287	0.916187	1.095948
point 251	0.39955	0.955471	1.077645
point 252	0.402389	0.970861	1.071998
point 253	0.414694	0.946092	1.076454
point 254	0.438909	1.009842	1.084883
point 255	0.441009	1.031364	1.076764
point 256	0.374842	0.997465	1.062943
point 257	0.413817	0.983751	1.072645
point 258	0.361465	0.952707	1.08831
point 259	0.413294	0.933996	1.081448
point 26	0.256757	1.15034	0.916203
point 260	0.344954	0.941444	1.086689
point 261	0.405383	0.911271	1.095772
point 262	0.362417	0.911832	1.111461
point 263	0.333367	0.918289	1.10019
point 264	0.321378	0.956684	1.07878
point 265	0.322133	0.979891	1.082555
point 266	0.296223	0.977099	1.065976
point 267	0.294365	0.957002	1.062945
point 268	0.289667	0.949676	1.048355
point 269	0.291328	0.936289	1.056373
point 27	0.274195	1.114284	0.900579
point 270	0.318183	0.917505	1.095498
point 271	0.30234	0.921259	1.082614
point 272	0.342006	0.90873	1.109481
point 273	0.312505	0.894778	1.103662
point 274	0.301603	0.892419	1.099726
point 275	0.300152	0.868719	1.123478
point 276	0.29961	0.872931	1.110386
point 277	0.295783	0.867772	1.098788
point 278	0.294881	0.897964	1.078416
point 279	0.285956	0.87322	1.076403
point 28	0.318583	1.087891	0.897175
point 280	0.296307	0.846781	1.1256
point 281	0.287457	0.838027	1.122095
point 282	0.278994	0.827911	1.105961
point 283	0.293484	0.812239	1.119599
point 284	0.27574	0.874808	1.038769
point 285	0.277182	0.84823	1.029362
point 286	0.296815	0.825911	1.060476
point 287	0.225234	0.892082	0.992555
point 288	0.208788	0.871756	0.993092
point 289	0.241727	0.861369	1.023086
point 29	0.303976	1.053272	0.921101
point 290	0.233339	0.83764	1.017769
point 291	0.199102	0.853163	0.993091
point 292	0.132845	0.802491	0.994382
point 293	0.151677	0.811621	1.005765
point 294	0.172394	0.803179	1.016753
point 295	0.086634	0.838941	0.917269
point 296	0.072901	0.791045	0.967143
point 297	0.062898	0.80603	0.938337
point 298	0.046407	0.77776	0.943241
point 299	0.106351	0.807952	0.947688
point 30	0.230538	1.283521	0.830809
point 300	0.143735	0.870397	0.915842
point 301	0.054944	0.839712	0.900613
point 302	0.030882	0.85231	0.87152
point 303	0.07642	0.893542	0.801447
point 304	0.031831	0.802707	0.913679
point 305	-0.041815	0.861865	0.800501
point 306	-0.282165	0.871911	0.470474
point 307	-0.27792	0.860554	0.491225
point 308	-0.270784	0.831077	0.494776
point 309	-0.27342	0.812177	0.493054
point 31	0.233074	1.266126	0.832472
point 310	-0.265399	0.795241	0.503874
point 311	-0.267773	0.824122	0.502404
point 312	-0.259696	0.826465	0.514345
point 313	-0.25382	0.845324	0.524707
point 314	-0.239435	0.860034	0.547957
point 315	-0.244284	0.82378	0.608444
point 316	-0.224145	0.795384	0.705179
point 317	-0.215735	0.786759	0.712474
point 318	-0.164248	1.191737	0.642981
point 319	-0.31466	1.233426	0.655337
point 32	0.243952	1.251813	0.837289
point 320	-0.336108	1.225029	0.599638
point 321	-0.259966	1.206507	0.542957
point 322	-0.312123	1.235841	0.612756
point 323	-0.3164	1.209345	0.586781
point 324	-0.222285	1.183874	0.623617
point 325	-0.249428	1.120916	0.634162
point 326	-0.25778	1.116832	0.615156
point 327	-0.247422	1.149746	0.505308
point 328	-0.248864	1.177797	0.509067
point 329	-0.239723	1.172052	0.523496
point 33	0.252394	1.22619	0.850378
point 330	-0.235554	1.162616	0.534284
point 331	-0.23836	1.140898	0.532923
point 332	-0.218225	1.113633	0.545146
point 333	-0.169483	0.998387	0.491479
point 334	-0.14776	1.010104	0.525868
point 335	-0.151989	1.02312	0.531431
point 336	-0.169109	1.042288	0.533014
point 337	-0.174347	1.051722	0.537198
point 338	-0.18693	1.08173	0.563502
point 339	-0.197283	1.086053	0.626514
point 34	0.226321	1.237626	0.83018
point 340	-0.196679	1.093127	0.632936
point 341	-0.302806	0.647946	0.779418
point 342	-0.219295	0.760166	0.708797
point 343	-0.133583	0.793389	0.774929
point 344	-0.045115	0.823317	0.861058
point 345	-0.044075	0.772141	0.902228
point 346	-0.078858	0.744685	0.890018
point 347	-0.147971	0.735616	0.841879
point 348	-0.081836	0.783533	0.894217
point 349	-0.10753	0.77775	0.888104
point 35	0.149199	1.177255	0.717593
point 350	-0.133743	0.761519	0.868032
point 351	-0.120709	0.729049	0.895112
point 352	-0.105563	0.681428	0.894323
point 353	-0.168888	0.705272	0.873422
point 354	-0.151741	0.681698	0.887059
point 355	-0.126633	0.703234	0.894132
point 356	-0.108807	0.648927	0.87492
point 357	-0.068875	0.695506	0.933168
point 358	-0.078938	0.691835	0.913784
point 359	-0.240831	0.615854	0.899345
point 36	0.197768	1.159033	0.860818
point 360	-0.253194	0.607753	0.8731
point 361	-0.033479	0.729003	0.963448
point 362	-0.01214	0.687189	0.982979
point 363	-0.049944	0.652221	0.989615
point 364	-0.072352	0.649717	0.957591
point 365	-0.071113	0.629832	0.964054
point 366	-0.076076	0.609018	0.961127
point 367	-0.054417	0.572596	1.018249
point 368	-0.074461	0.598366	0.983822
point 369	-0.045385	0.590702	1.007223
point 37	0.204469	1.149492	0.831579
point 370	-0.043268	0.62277	1.003364
point 371	-0.059025	0.601918	0.987084
point 372	-0.014081	0.622046	1.053262
point 373	-0.012734	0.659465	1.031307
point 374	0.012173	0.72802	1.020957
point 375	0.019662	0.685369	1.047854
point 376	-0.005897	0.689892	1.021902
point 377	-0.007548	0.656175	1.057009
point 378	0.00751	0.649982	1.074124
point 379	0.027993	0.634757	1.087643
point 38	0.216342	1.124075	0.807667
point 380	0.037218	0.603653	1.082991
point 381	0.066795	0.662094	1.069266
point 382	0.049305	0.714979	1.042209
point 383	0.089367	0.719197	1.06604
point 384	0.120373	0.689957	1.100538
point 385	0.063675	0.615593	1.121801
point 386	0.073442	0.676866	1.080033
point 387	0.09249	0.672745	1.103004
point 388	0.071713	0.69085	1.075047
point 389	0.043652	0.6067	1.109759
point 39	0.224076	1.11103	0.832399
point 390	0.0319	0.57309	1.12323
point 391	0.034992	0.588962	1.119629
point 392	0.025828	0.57658	1.090349
point 393	0.065439	0.603319	1.133992
point 394	0.063719	0.602504	1.175654
point 395	0.063004	0.629398	1.160559
point 396	0.093857	0.625452	1.201151
point 397	0.09421	0.655908	1.186328
point 398	0.077097	0.647005	1.174749
point 399	0.121684	0.670527	1.186158
point 4	0.38002	1.313923	1.132778
point 40	0.238042	1.107194	0.887898
point 400	0.134636	0.675378	1.188098
point 401	0.136823	0.708973	1.174653
point 402	0.183946	0.733356	1.195855
point 403	0.134872	0.719225	1.088831
point 404	0.281455	0.780906	1.194678
point 405	0.295322	0.827442	1.194774
point 406	0.305548	0.75473	1.212678
point 407	0.320724	0.828337	1.224834
point 408	0.349646	0.813677	1.240489
point 409	0.369977	0.779083	1.253479
point 41	0.242124	1.087804	0.869842
point 410	0.287419	0.797407	1.196758
point 411	0.191076	0.673119	1.247675
point 412	0.204734	0.641652	1.282196
point 413	0.187085	0.528849	1.275705
point 414	0.231537	0.673024	1.247871
point 415	0.310173	0.704999	1.253611
point 416	0.27069	0.686716	1.240561
point 417	0.313831	0.673015	1.237052
point 418	0.285693	0.658145	1.226962
point 419	0.407069	0.592664	1.239147
point 42	0.241257	1.091785	0.841479
point 420	0.3073	0.632017	1.209989
point 421	0.326706	0.623439	1.185637
point 422	0.388968	0.65588	1.219033
point 423	0.36613	0.637635	1.185378
point 424	0.366707	0.605769	1.188179
point 425	0.386609	0.615478	1.200037
point 426	0.395512	0.625988	1.213395
point 427	0.404531	0.726597	1.204954
point 428	0.230457	0.613905	1.263693
point 429	0.240062	0.626778	1.265429
point 43	0.2535	1.080065	0.823002
point 430	0.434245	0.615614	1.26442
point 431	-0.086265	0.388343	1.085472
point 432	-0.089013	0.386622	1.057927
point 433	0.119745	0.412767	1.28321
point 434	0.680339	0.503225	1.253984
point 435	0.692806	0.439409	1.269658
point 436	0.734434	0.431507	1.274549
point 437	0.345081	0.450995	1.322195
point 438	0.298091	0.462906	1.181424
point 439	0.300771	0.481996	1.185823
point 44	0.235837	1.078739	0.815506
point 440	0.326598	0.51857	1.174668
point 441	0.344361	0.538918	1.166716
point 442	0.2984	0.495799	1.180771
point 443	0.285057	0.455592	1.1606
point 444	0.323943	0.53361	1.163622
point 445	0.364414	0.576694	1.152539
point 446	0.151549	1.32016	0.854107
point 45	0.252444	1.059675	0.814152
point 46	0.267345	1.027955	0.860999
point 47	0.263764	1.042523	0.826956
point 48	0.28693	1.049107	0.856906
point 49	0.171092	1.144211	0.754842
point 5	0.193451	1.384948	0.976585
point 50	0.158247	1.152931	0.730773
point 51	0.06946	1.084066	0.672595
point 52	0.077889	1.06408	0.681335
point 53	0.09545	1.07761	0.686424
point 54	0.110862	1.104563	0.705036
point 55	0.126482	1.073723	0.701273
point 56	0.124723	1.126336	0.673693
point 57	0.13781	1.149298	0.674909
point 58	0.179388	1.086644	0.719906
point 59	0.17063	1.065019	0.726131
point 6	0.228414	1.358774	0.966275
point 60	0.136796	1.03382	0.7225
point 61	0.151614	1.032094	0.725824
point 62	0.110032	1.030434	0.708181
point 63	0.100411	1.042189	0.689686
point 64	0.099759	0.997449	0.713875
point 65	0.002809	1.045106	0.697531
point 66	0.070857	1.024934	0.678711
point 67	0.086736	1.013072	0.679036
point 68	0.039522	0.991377	0.689085
point 69	0.036411	1.036036	0.696803
point 7	0.203242	1.354091	0.908269
point 70	0.020287	0.972997	0.693761
point 71	-0.001938	0.94581	0.692032
point 72	-0.023499	0.995297	0.689814
point 73	-0.051905	0.998399	0.666569
point 74	-0.060884	0.956352	0.657837
point 75	-0.06621	1.004743	0.660447
point 76	0.015849	1.011304	0.69377
point 77	-0.029765	0.91821	0.702226
point 78	-0.083711	0.868479	0.740414
point 79	0.188279	1.101972	0.762143
point 8	0.403057	1.292586	0.993017
point 80	0.243103	1.022669	0.811122
point 81	0.212847	1.012015	0.798423
point 82	0.223707	1.031822	0.791791
point 83	0.210418	1.024573	0.787629
point 84	0.20692	1.051101	0.77712
point 85	0.193471	1.0048	0.789248
point 86	0.196674	1.022911	0.776791
point 87	0.206723	1.075911	0.774854
point 88	0.190402	1.033424	0.765454
point 89	0.18427	1.019031	0.764922
point 9	0.357941	1.328899	0.946852
point 90	0.175517	1.025061	0.745886
point 91	0.184289	1.002633	0.774794
point 92	0.177822	0.996001	0.764502
point 93	0.171956	0.996622	0.759507
point 94	0.179763	1.006807	0.761955
point 95	0.180639	0.964956	0.781405
point 96	0.181745	0.983467	0.80535
point 97	0.197179	0.972279	0.812743
point 98	0.188139	0.953211	0.793616
point 99	0.166731	0.931329	0.809206
