# Label	X est	Y est	Z est
point 240	1.402909	0.388228	1.406728
point 241	1.381704	0.445066	1.422431
point 242	1.423549	0.413081	1.361781
point 243	1.427728	0.389079	1.335701
point 244	1.378206	0.117879	1.418496
point 245	1.409933	0.133488	1.405678
point 246	1.382464	0.177539	1.405469
point 247	1.396624	0.158805	1.402784
point 248	1.381154	0.150661	1.410691
point 249	1.454994	0.106567	1.436773
point 250	1.450782	0.087807	1.440391
point 251	1.439576	0.099365	1.440978
point 252	1.439967	0.115369	1.428049
point 253	1.464108	0.130033	1.4126
point 254	1.483879	0.100836	1.415887
point 255	1.446685	-0.011258	1.451142
point 256	1.377982	0.034366	1.778479
point 257	1.379299	0.01976	1.760632
point 258	1.377183	0.01185	1.77086
point 259	1.366392	0.021182	1.780877
point 260	1.296099	0.492994	1.57402
point 261	1.271021	0.490317	1.568266
point 262	1.26924	0.449235	1.574517
point 263	1.283515	0.463282	1.570177
point 264	1.357187	0.654864	1.526685
point 265	1.347985	0.65933	1.522907
point 266	1.343304	0.669391	1.518645
point 267	1.355955	0.644129	1.522037
point 268	1.346757	0.644541	1.518953
point 269	1.036529	0.857725	1.475233
point 270	1.052364	0.749998	1.493248
point 271	0.974837	0.708753	1.534259
point 272	0.929873	0.641237	1.516326
point 273	0.933607	0.655074	1.508438
point 275	0.922285	0.65974	1.505228
point 276	0.853047	0.557565	1.506755
point 277	0.85449	0.567019	1.513297
point 278	0.847067	0.564029	1.527497
point 279	0.854184	0.579623	1.520752
point 280	0.83361	0.526174	1.545382
point 281	0.842239	0.549298	1.54341
point 282	0.836887	0.560774	1.551255
point 283	0.832105	0.542384	1.5585
point 284	0.832284	0.562877	1.564623
point 285	0.831539	0.566165	1.576931
point 286	0.803286	0.60868	1.607017
point 287	0.80062	0.619154	1.595318
point 288	0.810164	0.62634	1.590391
point 289	0.81139	0.640431	1.583717
point 290	0.824083	0.579451	1.606955
point 291	0.825189	0.597306	1.595897
point 292	0.793094	0.509458	1.561807
point 293	0.798384	0.581465	1.598924
point 294	0.802921	0.560728	1.609989
point 295	0.788189	0.537258	1.603269
point 296	0.812758	0.529005	1.575118
point 297	0.770928	0.5215	1.602288
point 298	0.799404	0.546167	1.600059
point 299	0.709948	0.522767	1.619204
point 300	0.692473	0.560039	1.647817
point 301	0.703752	0.538811	1.637978
point 302	0.716656	0.54813	1.636481
point 303	0.718903	0.518448	1.625183
point 304	0.732658	0.528548	1.630958
point 305	0.717168	0.533807	1.636688
point 306	0.70842	0.531603	1.629939
point 307	0.705572	0.51576	1.61488
point 308	0.724798	0.538858	1.637052
point 309	0.66567	0.505502	1.607619
point 310	0.721688	0.443613	1.614796
point 311	0.697397	0.514548	1.61128
point 312	0.685071	0.53819	1.62418
point 313	0.68726	0.548521	1.632152
point 314	0.712873	0.571051	1.648422
point 315	0.710199	0.589798	1.653509
point 316	0.742043	0.550154	1.645422
point 317	0.750673	0.567126	1.64456
point 318	0.731347	0.602987	1.647399
point 319	0.729647	0.617932	1.656647
point 320	0.730039	0.649931	1.645919
point 321	0.755138	0.590973	1.627834
point 322	0.730934	0.645036	1.634851
point 323	0.725023	0.644741	1.648981
point 324	0.72488	0.639476	1.653332
point 325	0.731239	0.639365	1.64537
point 326	0.739598	0.631159	1.636146
point 327	0.745882	0.62252	1.62753
point 328	0.749887	0.623708	1.62035
point 329	0.745681	0.620795	1.641276
point 330	0.757692	0.621749	1.61318
point 331	0.761177	0.613131	1.61663
point 332	0.755653	0.602029	1.619655
point 333	0.7468	0.605306	1.633489
point 334	0.735661	0.62186	1.653021
point 335	0.727483	0.633492	1.654216
point 336	0.76263	0.623322	1.608715
point 337	0.734577	0.61319	1.651082
point 338	0.768072	0.612848	1.605288
point 339	0.734837	0.625947	1.652308
point 340	0.761984	0.58798	1.609248
point 341	0.734506	0.638098	1.623242
Model corner 1	-0.547969	-1.397567	2.076398
Model corner 2	-0.844633	1.364203	2.041982
Model corner 3	1.761265	1.791831	1.485141
Model corner 4	2.229578	-1.086764	1.635138
