# Label	X est	Y est	Z est
point 236	0.316337	0.437357	1.069179
point 237	0.405611	0.426648	1.262224
point 238	0.408737	0.450603	1.247359
point 239	0.472458	0.490594	1.248064
point 24	0.955503	0.471995	1.378823
point 240	0.492233	0.494457	1.247421
point 241	0.512326	0.537501	1.245248
point 242	0.493408	0.538678	1.245566
point 243	0.454588	0.662216	1.078269
point 25	0.943697	0.497003	1.387222
point 26	0.972263	0.450302	1.36537
point 27	0.940395	0.434743	1.337827
point 28	0.829381	0.451273	1.363704
point 29	0.85078	0.458006	1.336522
point 3	1.395909	0.406983	1.268132
point 30	0.847919	0.475729	1.333546
point 31	0.875456	0.509805	1.326613
point 32	0.840965	0.495942	1.338404
point 33	0.863147	0.526713	1.32727
point 34	0.871817	0.530246	1.359055
point 35	0.937279	0.486883	1.377564
point 36	0.78215	0.393196	1.385365
point 37	0.77218	0.404084	1.37719
point 38	0.778616	0.422577	1.380044
point 39	0.785857	0.414885	1.383253
point 4	1.36265	0.477124	1.308114
point 40	0.775526	0.372868	1.392157
point 41	0.765073	0.376662	1.383514
point 42	0.76423	0.387635	1.382591
point 43	0.761388	0.398114	1.377877
point 44	0.754191	0.400029	1.369602
point 45	0.797891	0.504327	1.40803
point 46	0.794278	0.495177	1.405745
point 47	0.786869	0.488793	1.404349
point 48	0.796095	0.483637	1.407473
point 49	0.77906	0.477744	1.400379
point 5	1.150403	0.723425	1.371723
point 50	0.762382	0.473923	1.393657
point 51	0.743256	0.476764	1.399258
point 52	0.706597	0.456253	1.386174
point 53	0.772676	0.487633	1.402186
point 54	0.773471	0.477298	1.390454
point 55	0.77684	0.453344	1.383102
point 56	0.773875	0.502693	1.413889
point 57	0.760423	0.509383	1.41104
point 58	0.744308	0.499459	1.407527
point 59	0.746629	0.520073	1.415131
point 6	1.135441	0.728981	1.372664
point 60	0.739518	0.519443	1.406307
point 61	0.765379	0.550593	1.387572
point 62	0.671236	0.45462	1.353615
point 63	0.717546	0.479989	1.384723
point 64	0.699516	0.486963	1.383214
point 65	0.698598	0.499188	1.381789
point 66	0.707416	0.514785	1.390823
point 67	0.703713	0.524865	1.3844
point 68	0.692602	0.518107	1.379199
point 69	0.675742	0.521206	1.372024
point 7	1.055086	0.792378	1.301035
point 70	0.685648	0.5277	1.36966
point 71	0.677907	0.512398	1.375388
point 72	0.703189	0.551828	1.358022
point 73	0.64714	0.44324	1.349437
point 74	0.674937	0.531219	1.341713
point 75	0.663861	0.542418	1.324169
point 76	0.647019	0.518494	1.315537
point 77	0.66016	0.561303	1.308291
point 78	0.671591	0.518495	1.320937
point 79	0.672179	0.5689	1.314189
point 8	1.042245	0.778681	1.294546
point 80	0.662314	0.575265	1.311604
point 81	0.670577	0.581275	1.315283
point 82	0.657437	0.553972	1.243355
point 83	0.659733	0.599659	1.305803
point 84	0.657561	0.58272	1.30233
point 85	0.668267	0.604876	1.318169
point 86	0.675872	0.6183	1.312705
point 87	0.61566	0.618233	1.291924
point 88	0.600764	0.592131	1.25166
point 89	0.614217	0.599895	1.297534
point 9	1.002678	0.715341	1.282852
point 90	0.816242	0.466357	1.365103
point 91	0.812218	0.464047	1.368832
point 92	0.80467	0.455641	1.375745
point 93	0.809398	0.423699	1.367206
point 94	0.753027	0.457732	1.394064
point 95	0.744827	0.439288	1.389724
point 96	0.597915	0.420229	1.39557
point 97	0.57218	0.42449	1.392979
point 98	1.096866	0.403916	1.443435
point 99	1.076939	0.421792	1.435635
